"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Radiohead","Rylan","M","56","George","261.45914","paid","Birmingham-Hoover, AL","983","Karma Police","16"
"Madeleine Peyroux","Avery","F","33","Martinez","258.71628","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Love And Treachery","82"
"Bon Jovi","Rylan","M","57","George","224.522","paid","Birmingham-Hoover, AL","983","It's My Life","16"
"James Taylor","Avery","F","34","Martinez","338.80771","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Country Road","82"
"Jesse Cook","Rylan","M","58","George","301.71383","paid","Birmingham-Hoover, AL","983","CanciÃÂ³n Triste","16"
"The Black Keys","Avery","F","35","Martinez","239.59465","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Unknown Brother","82"
"Radiohead","Rylan","M","59","George","284.44689","paid","Birmingham-Hoover, AL","983","Kid A","16"
"Randy Crawford","Avery","F","36","Martinez","270.75873","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Almaz","82"
"Randy Crawford","Rylan","M","60","George","270.75873","paid","Birmingham-Hoover, AL","983","Almaz","16"
"Dr. Alban","Avery","F","37","Martinez","210.05016","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Born In Africa","82"
"Two Door Cinema Club","Rylan","M","61","George","189.67465","paid","Birmingham-Hoover, AL","983","What You Know","16"
"The Avett Brothers","Avery","F","38","Martinez","287.97342","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Head Full Of Doubt/Road Full Of Promise","82"
"The Bravery","Rylan","M","62","George","187.37587","paid","Birmingham-Hoover, AL","983","Hot Pursuit","16"
"Greg Dulli","Avery","F","39","Martinez","221.17832","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Pussywillow","82"
"Guns N' Roses","Rylan","M","63","George","284.05506","paid","Birmingham-Hoover, AL","983","Don't Cry (Original)","16"
"Major Organ And The Adding Machine","Avery","F","40","Martinez","46.05342","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Kissing Behind The Rubbery Grinder","82"
"RJD2","Avery","F","41","Martinez","237.53098","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Beyond The Beyond (Instrumental)","82"
"Fatback","Rylan","M","64","George","315.66322","paid","Birmingham-Hoover, AL","983","Yum Yum (Gimme Some)","16"
"Secos And Molhados","Avery","F","42","Martinez","66.16771","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Caixinha De MÃÂºsica Do JoÃÂ£o","82"
"Marc Almond","Avery","F","43","Martinez","197.17179","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Mr. Sad","82"
"The Tallest Man On Earth","Rylan","M","66","George","197.40689","paid","Birmingham-Hoover, AL","983","A Lion's Heart","16"
"Pavement","Avery","F","44","Martinez","149.83791","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Heaven Is A Truck","82"
"Kanye West","Rylan","M","67","George","311.92771","paid","Birmingham-Hoover, AL","983","Stronger","16"
"Against Me!","Avery","F","45","Martinez","129.43628","paid","Atlanta-Sandy Springs-Roswell, GA","1017","ClichÃÂ© Guevara","82"
"Rah Digga","Rylan","M","68","George","384.10404","paid","Birmingham-Hoover, AL","983","Imperial (LP Amended Version)","16"
"Pat Metheny Group","Avery","F","50","Martinez","324.8322","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Always and Forever","82"
"Harmonia","Rylan","M","69","George","655.77751","paid","Birmingham-Hoover, AL","983","Sehr kosmisch","16"
"David Lee Roth","Rylan","M","70","George","171.83302","paid","Birmingham-Hoover, AL","983","California Girls (Album Version)","16"
"Michael Cretu","Rylan","M","71","George","301.06077","paid","Birmingham-Hoover, AL","983","The Invisible Man","16"
"Haloo Helsinki!","Rylan","M","72","George","223.42485","paid","Birmingham-Hoover, AL","983","Kaaos ei karkaa","16"
"Chali 2na","Chloe","F","72","Cuevas","176.8224","paid","San Francisco-Oakland-Hayward, CA","1041","MC Material","49"
"Radiohead","Chloe","F","73","Cuevas","129.56689","paid","San Francisco-Oakland-Hayward, CA","1041","Faust Arp","49"
"Andre Hazes","Chloe","F","74","Cuevas","206.70649","paid","San Francisco-Oakland-Hayward, CA","1041","Droomland (duet met Paul de Leeuw)","49"
"Rise Against","Chloe","F","75","Cuevas","242.25914","paid","San Francisco-Oakland-Hayward, CA","1041","Savior","49"
"Sepultura","Chloe","F","76","Cuevas","186.5922","paid","San Francisco-Oakland-Hayward, CA","1041","Ostia","49"
"Screaming Trees","Chloe","F","77","Cuevas","218.30485","paid","San Francisco-Oakland-Hayward, CA","1041","Witness","49"
"Spencer Davis Group","Chloe","F","78","Cuevas","244.94975","paid","San Francisco-Oakland-Hayward, CA","1041","Crossfire","49"
"Lionel Richie","Chloe","F","79","Cuevas","310.69995","paid","San Francisco-Oakland-Hayward, CA","1041","Still","49"
"Skinlab","Chloe","F","80","Cuevas","277.89016","paid","San Francisco-Oakland-Hayward, CA","1041","So Far From The Truth","49"
"Larry Sparks","Tegan","F","3","Levine","265.50812","paid","Portland-South Portland, ME","1065","Follow The Star","80"
"Eastmountainsouth","Chloe","F","81","Cuevas","237.58322","paid","San Francisco-Oakland-Hayward, CA","1041","You Dance","49"
"Bon Jovi","Tegan","F","4","Levine","228.85832","paid","Portland-South Portland, ME","1065","Have A Nice Day","80"
"Diam's","Chloe","F","82","Cuevas","220.62975","paid","San Francisco-Oakland-Hayward, CA","1041","La Boulette (GÃÂ©nÃÂ©ration Nan Nan)","49"
"Porcupine Tree","Chloe","F","83","Cuevas","263.60118","paid","San Francisco-Oakland-Hayward, CA","1041","Blackest Eyes (Album Version)","49"
"Blackfield","Tegan","F","5","Levine","311.82322","paid","Portland-South Portland, ME","1065","Once","80"
"Kate Bush","Chloe","F","84","Cuevas","177.05751","paid","San Francisco-Oakland-Hayward, CA","1041","Kite","49"
"Clinic","Tegan","F","6","Levine","156.21179","paid","Portland-South Portland, ME","1065","Walking With Thee","80"
"Muse","Chloe","F","85","Cuevas","277.31546","paid","San Francisco-Oakland-Hayward, CA","1041","Darkshines [Live From Le Zenith]","49"
"Shakira","Tegan","F","7","Levine","322.79465","paid","Portland-South Portland, ME","1065","TÃÂº","80"
"Jellyfish","Chloe","F","86","Cuevas","143.17669","paid","San Francisco-Oakland-Hayward, CA","1041","Sebrina_ Paste And Plato","49"
"The Verve","Tegan","F","8","Levine","360.25424","paid","Portland-South Portland, ME","1065","Bitter Sweet Symphony","80"
"Toro Y Moi","Chloe","F","87","Cuevas","133.85098","paid","San Francisco-Oakland-Hayward, CA","1041","Lissoms","49"
"Simon Harris","Chloe","F","88","Cuevas","195.83955","paid","San Francisco-Oakland-Hayward, CA","1041","Sample Track 2","49"
"Linkin Park","Tegan","F","9","Levine","197.51138","paid","Portland-South Portland, ME","1065","Figure.09 (Album Version)","80"
"Michael W. Smith","Chloe","F","89","Cuevas","381.88363","paid","San Francisco-Oakland-Hayward, CA","1041","The Wonderful Cross","49"
"Underworld","Tegan","F","10","Levine","329.53424","paid","Portland-South Portland, ME","1065","Teardrop","80"
"Nickelback","Chloe","F","90","Cuevas","274.65098","paid","San Francisco-Oakland-Hayward, CA","1041","This Afternoon (Album Version)","49"
"Jackson Do Pandeiro","Martin","M","2","Johnson","157.51791","free","Minneapolis-St. Paul-Bloomington, MN-WI","1008","O Canto Da Ema","55"
"John Mayer","Tegan","F","11","Levine","269.71383","paid","Portland-South Portland, ME","1065","Heartbreak Warfare","80"
"Triumvirat","Martin","M","3","Johnson","294.81751","free","Minneapolis-St. Paul-Bloomington, MN-WI","1008","Waterfall","55"
"Hausmylly","Chloe","F","91","Cuevas","207.75138","paid","San Francisco-Oakland-Hayward, CA","1041","TAVALLINEN TARINA","49"
"Thousand Foot Krutch","Tegan","F","12","Levine","180.58404","paid","Portland-South Portland, ME","1065","Step To Me","80"
"Enya","Chloe","F","92","Cuevas","218.53995","paid","San Francisco-Oakland-Hayward, CA","1041","Only Time (Original Version)","49"
"Billie The Vision & The Dancers","Martin","M","4","Johnson","136.46322","free","Minneapolis-St. Paul-Bloomington, MN-WI","1008","Still be Friends","55"
"Claudio Minore","Tegan","F","13","Levine","282.01751","paid","Portland-South Portland, ME","1065","Non Saprai Mai","80"
"Charttraxx Karaoke","Martin","M","5","Johnson","225.17506","free","Minneapolis-St. Paul-Bloomington, MN-WI","1008","Fireflies","55"
"The Radio Dept.","Chloe","F","93","Cuevas","193.72363","paid","San Francisco-Oakland-Hayward, CA","1041","The Worst Taste In Music (Extended)","49"
"Wilco","Tegan","F","14","Levine","227.65669","paid","Portland-South Portland, ME","1065","War on war","80"
"O-Zone","Chloe","F","94","Cuevas","226.16771","paid","San Francisco-Oakland-Hayward, CA","1041","Despre tine","49"
"Adam Lambert","Austin","M","0","Rosales","227.39546","free","New York-Newark-Jersey City, NY-NJ-PA","967","Whataya Want From Me","12"
"Mission Of Burma","Tegan","F","15","Levine","218.20036","paid","Portland-South Portland, ME","1065","Red","80"
"Danity Kane","Chloe","F","95","Cuevas","247.74485","paid","San Francisco-Oakland-Hayward, CA","1041","Damaged [Feat. Fabolous]","49"
"Radiohead","Tegan","F","16","Levine","223.00689","paid","Portland-South Portland, ME","1065","Sulk","80"
"Fightstar","Wyatt","M","1","Scott","212.61016","free","Eureka-Arcata-Fortuna, CA","1010","The English Way","9"
"Hoobastank","Tegan","F","17","Levine","242.78159","paid","Portland-South Portland, ME","1065","To Be With You","80"
"Bright Eyes","Tegan","F","18","Levine","279.87546","paid","Portland-South Portland, ME","1065","Poison Oak (Album Version)","80"
"Procol Harum","Tegan","F","19","Levine","368.56118","paid","Portland-South Portland, ME","1065","Grand Hotel","80"
"Radiohead","Tegan","F","20","Levine","259.29098","paid","Portland-South Portland, ME","1065","Planet Telex","80"
"Alliance Ethnik","Tegan","F","21","Levine","195.94404","paid","Portland-South Portland, ME","1065","SinceritÃÂ© Et Jalousie","80"
"Muse","Tegan","F","22","Levine","365.45261","paid","Portland-South Portland, ME","1065","New Born","80"
"Steps","Tegan","F","23","Levine","201.76934","paid","Portland-South Portland, ME","1065","5_ 6_ 7_ 8","80"
"John Mayer","Tegan","F","24","Levine","198.19057","paid","Portland-South Portland, ME","1065","The Heart Of Life","80"
"Kings Of Leon","Sean","F","0","Wilson","201.79546","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","21","Revelry","22"
"David Gray","Tegan","F","25","Levine","263.33995","paid","Portland-South Portland, ME","1065","Draw The Line","80"
"King Stitt","Sean","F","1","Wilson","176.27383","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","21","The Ugly One (AKA Lee Van Cleef)","22"
"Tub Ring","Tegan","F","26","Levine","233.69098","paid","Portland-South Portland, ME","1065","Invalid","80"
"Era","Tegan","F","27","Levine","200.56771","paid","Portland-South Portland, ME","1065","Cathar Rhythm","80"
"+ / - {Plus/Minus}","Tegan","F","29","Levine","318.98077","paid","Portland-South Portland, ME","1065","The Queen of Nothing","80"
"Crystal Castles","Tegan","F","30","Levine","175.51628","paid","Portland-South Portland, ME","1065","Good Time","80"
"The Whitest Boy Alive","Tegan","F","31","Levine","234.57914","paid","Portland-South Portland, ME","1065","Figures","80"
"The White Stripes","Tegan","F","32","Levine","194.48118","paid","Portland-South Portland, ME","1065","Bone Broke","80"
"Furthermore","Tegan","F","33","Levine","211.69587","paid","Portland-South Portland, ME","1065","Are You The Walrus?","80"
"Eminem / Bizarre","Tegan","F","34","Levine","244.55791","paid","Portland-South Portland, ME","1065","Amityville","80"
"Florence + The Machine","Tegan","F","35","Levine","185.3122","paid","Portland-South Portland, ME","1065","I'm Not Calling You A Liar","80"
"Soda Stereo","Braden","M","0","Parker","316.73424","free","Youngstown-Warren-Boardman, OH-PA","1007","Signos","74"
"Taylor Swift","Tegan","F","36","Levine","230.47791","paid","Portland-South Portland, ME","1065","You Belong With Me","80"
"Pearl Jam","Tegan","F","38","Levine","283.89832","paid","Portland-South Portland, ME","1065","Rearviewmirror","80"
"The 2 Live Crew","Tegan","F","39","Levine","188.31628","paid","Portland-South Portland, ME","1065","Me So Horny","80"
"311","Tegan","F","40","Levine","113.26649","paid","Portland-South Portland, ME","1065","Loco","80"
"Light Of The World","Kynnedi","F","0","Sanchez","207.0722","free","Cedar Rapids, IA","1029","Midnight Groovin' (7"" Version) (2006 Digital Remaster)","89"
"matchbox twenty","Jayden","F","0","Duffy","177.65832","free","Seattle-Tacoma-Bellevue, WA","846","Argue (LP Version)","76"
"The Lonely Island / T-Pain","Jayden","F","1","Duffy","156.23791","free","Seattle-Tacoma-Bellevue, WA","846","I'm On A Boat","76"
"John Mayer","Wyatt","M","0","Scott","275.27791","free","Eureka-Arcata-Fortuna, CA","856","All We Ever Do Is Say Goodbye","9"
"10_000 Maniacs","Wyatt","M","2","Scott","251.8722","free","Eureka-Arcata-Fortuna, CA","856","Gun Shy (LP Version)","9"
"Leona Lewis","Chloe","F","0","Cuevas","203.88526","paid","San Francisco-Oakland-Hayward, CA","916","Forgive Me","49"
"Nine Inch Nails","Chloe","F","1","Cuevas","277.83791","paid","San Francisco-Oakland-Hayward, CA","916","La Mer","49"
"Audioslave","Chloe","F","2","Cuevas","334.91546","paid","San Francisco-Oakland-Hayward, CA","916","I Am The Highway","49"
"Kid Rock","Chloe","F","3","Cuevas","296.95955","paid","San Francisco-Oakland-Hayward, CA","916","All Summer Long (Album Version)","49"
"The Jets","Chloe","F","4","Cuevas","220.89098","paid","San Francisco-Oakland-Hayward, CA","916","I Do You","49"
"The Gerbils","Chloe","F","5","Cuevas","27.01016","paid","San Francisco-Oakland-Hayward, CA","916","(iii)","49"
"Damian Marley / Stephen Marley / Yami Bolo","Chloe","F","6","Cuevas","304.69179","paid","San Francisco-Oakland-Hayward, CA","916","Still Searching","49"
"The Bloody Beetroots","Chloe","F","8","Cuevas","201.97832","paid","San Francisco-Oakland-Hayward, CA","916","Warp 1.9 (feat. Steve Aoki)","49"
"The Specials","Chloe","F","10","Cuevas","188.81261","paid","San Francisco-Oakland-Hayward, CA","916","Rat Race","49"
"The Lively Ones","Chloe","F","11","Cuevas","142.52363","paid","San Francisco-Oakland-Hayward, CA","916","Walkin' The Board (LP Version)","49"
"Katie Melua","Chloe","F","12","Cuevas","252.78649","paid","San Francisco-Oakland-Hayward, CA","916","Blues In The Night","49"
"Jason Mraz","Chloe","F","13","Cuevas","243.48689","paid","San Francisco-Oakland-Hayward, CA","916","I'm Yours (Album Version)","49"
"Fisher","Chloe","F","14","Cuevas","133.98159","paid","San Francisco-Oakland-Hayward, CA","916","Rianna","49"
"Zee Avi","Chloe","F","15","Cuevas","160.62649","paid","San Francisco-Oakland-Hayward, CA","916","No Christmas For Me","49"
"Black Eyed Peas","Chloe","F","16","Cuevas","289.12281","paid","San Francisco-Oakland-Hayward, CA","916","I Gotta Feeling","49"
"Emiliana Torrini","Chloe","F","17","Cuevas","184.29342","paid","San Francisco-Oakland-Hayward, CA","916","Sunny Road","49"
"Days Of The New","Chloe","F","19","Cuevas","258.5073","paid","San Francisco-Oakland-Hayward, CA","916","The Down Town","49"
"Julio Iglesias duet with Willie Nelson","Chloe","F","20","Cuevas","212.16608","paid","San Francisco-Oakland-Hayward, CA","916","To All The Girls I've Loved Before (With Julio Iglesias)","49"
"Jason Mraz & Colbie Caillat","Chloe","F","0","Roth","189.6224","free","Indianapolis-Carmel-Anderson, IN","704","Lucky (Album Version)","78"
"R. Kelly","Anabelle","F","1","Simpson","234.39628","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","901","The World's Greatest","69"
"Jacky Terrasson","Marina","F","0","Sutton","342.7522","free","Salinas, CA","373","Le Jardin d'Hiver","48"
"Papa Roach","Theodore","M","0","Harris","202.1873","free","Red Bluff, CA","813","Alive","14"
"Burt Bacharach","Theodore","M","1","Harris","156.96934","free","Red Bluff, CA","813","Casino Royale Theme (Main Title)","14"
"Floetry","Chloe","F","1","Cuevas","254.48444","paid","San Francisco-Oakland-Hayward, CA","923","Sunshine","49"
"The Rakes","Chloe","F","2","Cuevas","225.2273","paid","San Francisco-Oakland-Hayward, CA","923","Leave The City And Come Home","49"
"Dwight Yoakam","Chloe","F","3","Cuevas","239.3073","paid","San Francisco-Oakland-Hayward, CA","923","You're The One","49"
"Ween","Chloe","F","4","Cuevas","228.10077","paid","San Francisco-Oakland-Hayward, CA","923","Voodoo Lady","49"
"CafÃÂ© Quijano","Chloe","F","5","Cuevas","197.32853","paid","San Francisco-Oakland-Hayward, CA","923","La Lola","49"
"Parov Stelar","Chloe","F","1","Roth","203.65016","free","Indianapolis-Carmel-Anderson, IN","925","Good Bye Emily (feat. Gabriella Hanninen)","78"
"Bryan Adams","Tegan","F","1","Levine","166.29506","paid","Portland-South Portland, ME","915","I Will Always Return","80"
"KT Tunstall","Tegan","F","2","Levine","192.31302","paid","Portland-South Portland, ME","915","White Bird","80"
"Technicolour","Tegan","F","3","Levine","235.12771","paid","Portland-South Portland, ME","915","Turn Away","80"
"The Dears","Tegan","F","4","Levine","289.95873","paid","Portland-South Portland, ME","915","Lost In The Plot","80"
"Go West","Tegan","F","5","Levine","259.49995","paid","Portland-South Portland, ME","915","Never Let Them See You Sweat","80"
"Gondwana","Jordan","F","0","Hicks","262.5824","free","Salinas, CA","814","Mi Princesa","37"
"Ella Fitzgerald","Jordan","F","1","Hicks","427.15383","free","Salinas, CA","814","On Green Dolphin Street (Medley) (1999 Digital Remaster)","37"
"Creedence Clearwater Revival","Jordan","F","2","Hicks","184.73751","free","Salinas, CA","814","Run Through The Jungle","37"
"A Fine Frenzy","Anabelle","F","0","Simpson","267.91138","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","256","Almost Lover (Album Version)","69"
"Nirvana","Aleena","F","0","Kirby","214.77832","paid","Waterloo-Cedar Falls, IA","237","Serve The Servants","44"
"Television","Aleena","F","1","Kirby","238.49751","paid","Waterloo-Cedar Falls, IA","237","See No Evil  (Remastered LP Version)","44"
"JOHN COLTRANE","Aleena","F","2","Kirby","346.43546","paid","Waterloo-Cedar Falls, IA","237","Blues To Bechet (LP Version)","44"
"NOFX","Aleena","F","3","Kirby","80.79628","paid","Waterloo-Cedar Falls, IA","237","It's My Job To Keep Punk Rock Elite","44"
"The Backyardigans","Aleena","F","4","Kirby","158.85016","paid","Waterloo-Cedar Falls, IA","237","Into The Thick Of It!","44"
"Bruce Springsteen","Aleena","F","5","Kirby","202.84036","paid","Waterloo-Cedar Falls, IA","237","Radio Nowhere","44"
"Maroon 5","Aleena","F","6","Kirby","173.66159","paid","Waterloo-Cedar Falls, IA","237","Harder To Breathe","44"
"Two Door Cinema Club","Aleena","F","7","Kirby","189.67465","paid","Waterloo-Cedar Falls, IA","237","What You Know","44"
"Five Finger Death Punch","Aleena","F","8","Kirby","262.81751","paid","Waterloo-Cedar Falls, IA","237","Meet the Monster","44"
"Josh Turner","Aleena","F","9","Kirby","207.93424","paid","Waterloo-Cedar Falls, IA","237","What It Ain't","44"
"At The Drive-In","Aleena","F","10","Kirby","207.46404","paid","Waterloo-Cedar Falls, IA","237","Sleepwalk Capsules","44"
"Animal Collective","Aleena","F","11","Kirby","269.81832","paid","Waterloo-Cedar Falls, IA","237","Summertime Clothes","44"
"Ron Carter","Aleena","F","12","Kirby","497.13587","paid","Waterloo-Cedar Falls, IA","237","I CAN'T GET STARTED","44"
"Old 97's","Aleena","F","13","Kirby","231.28771","paid","Waterloo-Cedar Falls, IA","237","Victoria (LP Version)","44"
"Cyndi Lauper","Aleena","F","14","Kirby","226.32444","paid","Waterloo-Cedar Falls, IA","237","True Colors","44"
"Damien Rice","Aleena","F","15","Kirby","276.08771","paid","Waterloo-Cedar Falls, IA","237","Amie","44"
"Alicia Keys","Aleena","F","16","Kirby","229.0673","paid","Waterloo-Cedar Falls, IA","237","If I Ain't Got You","44"
"Lloyd Cole And The Commotions","Aleena","F","17","Kirby","235.31057","paid","Waterloo-Cedar Falls, IA","237","Charlotte Street","44"
"John Mayer","Aleena","F","18","Kirby","269.71383","paid","Waterloo-Cedar Falls, IA","237","Heartbreak Warfare","44"
"Joshua Radin","Aleena","F","19","Kirby","161.69751","paid","Waterloo-Cedar Falls, IA","237","We Are Okay","44"
"Kings Of Leon","Aleena","F","20","Kirby","201.79546","paid","Waterloo-Cedar Falls, IA","237","Revelry","44"
"Incubus","Aleena","F","21","Kirby","257.25342","paid","Waterloo-Cedar Falls, IA","237","Dig","44"
"Owl City","Aleena","F","22","Kirby","190.17098","paid","Waterloo-Cedar Falls, IA","237","Tidal Wave","44"
"Mediaeval Baebes","Aleena","F","23","Kirby","219.29751","paid","Waterloo-Cedar Falls, IA","237","MÃÂ¤rk Hure VÃÂ¥r Skugga","44"
"The Black Keys","Theodore","M","0","Smith","300.30322","free","Houston-The Woodlands-Sugar Land, TX","226","The Only One","52"
"Foo Fighters","Theodore","M","1","Smith","262.73914","free","Houston-The Woodlands-Sugar Land, TX","226","All My Life","52"
"Havok","Noah","M","0","Chavez","227.68281","free","Ogden-Clearfield, UT","150","Ivory Tower","94"
"John Mayer","Noah","M","1","Chavez","250.38322","free","Ogden-Clearfield, UT","150","Half Of My Heart","94"
"The Killers","Lily","F","0","Burns","185.33832","free","New York-Newark-Jersey City, NY-NJ-PA","239","I Can't Stay","32"
"Thrice","Anabelle","F","0","Simpson","134.60853","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","259","The Red Death","69"
"Alicia Keys","Anabelle","F","1","Simpson","229.0673","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","259","If I Ain't Got You","69"
"Euge Groove","Jahiem","M","0","Miles","265.482","free","San Antonio-New Braunfels, TX","245","Tenderly","43"
"Metallica / Marianne Faithfull","Katherine","F","0","Gay","279.11791","free","San Antonio-New Braunfels, TX","56","The Memory Remains","57"
"Nana Caymmi","Katherine","F","1","Gay","174.41914","free","San Antonio-New Braunfels, TX","56","Fim De Caso","57"
"Johnny Burnette","Katherine","F","2","Gay","134.84363","free","San Antonio-New Braunfels, TX","56","I've Got A Lot Of Things To Do","57"
"Arctic Monkeys","Katherine","F","3","Gay","177.94567","free","San Antonio-New Braunfels, TX","56","Fake Tales Of San Francisco","57"
"DeGarmo & Key","Chloe","F","1","Cuevas","236.48608","free","San Francisco-Oakland-Hayward, CA","224","I'm Accepted (The Pledge Album Version)","49"
"Extrawelt","Ryan","M","1","Smith","338.23302","free","San Jose-Sunnyvale-Santa Clara, CA","232","Stammgast","26"
"Powderfinger","Harper","M","0","Barrett","276.68853","paid","New York-Newark-Jersey City, NY-NJ-PA","129","My Happiness","42"
"Radiohead","Harper","M","1","Barrett","247.06567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Black Star","42"
"Kid Cudi Vs Crookers","Brantley","M","0","West","162.97751","free","Portland-Vancouver-Hillsboro, OR-WA","242","Day 'N' Nite","28"
"Three Days Grace","Harper","M","2","Barrett","186.90567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Just Like You","42"
"Monty Python","Harper","M","3","Barrett","15.85587","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Comfy Chair (The Final Rip Off Remix)","42"
"Rise Against","Harper","M","4","Barrett","241.55383","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Long Forgotten Sons","42"
"Jimmy Eat World","Harper","M","5","Barrett","166.00771","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Middle","42"
"Rise Against","Harper","M","6","Barrett","165.14567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Under The Knife","42"
"Chaka Khan","Harper","M","7","Barrett","280.86812","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Ain't Nobody (Album Version)","42"
"Paper Lace","Harper","M","8","Barrett","192.07791","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Night Chicago Died","42"
"Pixies","Harper","M","9","Barrett","113.78893","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Break My Body","42"
"Wolfgang Gartner","Harper","M","10","Barrett","415.97342","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Fire Power","42"
"No Doubt","Devin","M","0","Larson","269.73995","free","Tampa-St. Petersburg-Clearwater, FL","59","Sometimes","60"
"The Lonely Island / Julian Casablancas","Harper","M","11","Barrett","192.9922","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Boombox","42"
"Eminem","Harper","M","12","Barrett","284.18567","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Real Slim Shady","42"
"Martin Gore","Sara","F","0","Johnson","241.10975","paid","Winston-Salem, NC","222","By This River","95"
"The Animals","Harper","M","13","Barrett","242.05016","paid","New York-Newark-Jersey City, NY-NJ-PA","129","For Miss Caulker (1999 Digital Remaster)","42"
"Florence + The Machine","Sara","F","1","Johnson","168.64608","paid","Winston-Salem, NC","222","You've Got The Love","95"
"Hot Water Music","Harper","M","14","Barrett","157.85751","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Sense","42"
"Bill Withers","Sara","F","2","Johnson","383.73832","paid","Winston-Salem, NC","222","Make Love To Your Mind","95"
"311","Harper","M","15","Barrett","194.32444","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Eons","42"
"Bloc Party","Harper","M","16","Barrett","215.11791","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Pioneers","42"
"Nino Bravo","Sara","F","3","Johnson","218.48771","paid","Winston-Salem, NC","222","Amanecer","95"
"JosÃÂ© GonzÃÂ¡lez","Harper","M","17","Barrett","143.93424","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Nest","42"
"Taking Back Sunday","Sara","F","4","Johnson","249.99138","paid","Winston-Salem, NC","222","This Photograph Is Proof {I Know You Know] (Album Version)","95"
"Jack Johnson","Harper","M","18","Barrett","207.64689","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Better Together","42"
"The Rolling Stones","Sara","F","5","Johnson","274.1024","paid","Winston-Salem, NC","222","Stop Breaking Down","95"
"Euge Groove","Harper","M","19","Barrett","265.482","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Tenderly","42"
"School Of Seven Bells","Tegan","F","0","Levine","262.37342","free","Portland-South Portland, ME","254","Chain","80"
"P!nk","Sara","F","6","Johnson","227.02975","paid","Winston-Salem, NC","222","Glitter In The Air","95"
"Nancy Wilson","Harper","M","20","Barrett","122.77506","paid","New York-Newark-Jersey City, NY-NJ-PA","129","I Believe In You","42"
"Enrique Iglesias","Harper","M","21","Barrett","235.17995","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Ring My Bells","42"
"Katie Melua","Sara","F","7","Johnson","242.83383","paid","Winston-Salem, NC","222","Scary Films","95"
"Harmonia","Harper","M","22","Barrett","655.77751","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Sehr kosmisch","42"
"The RH Factor","Sara","F","8","Johnson","233.35138","paid","Winston-Salem, NC","222","Hold On","95"
"Moose","Chloe","F","1","Cuevas","490.21342","free","San Francisco-Oakland-Hayward, CA","267","Do You Remember","49"
"KATAKLYSM","Sara","F","9","Johnson","162.92526","paid","Winston-Salem, NC","222","In Shadows And Dust","95"
"Lily Allen","Sara","F","10","Johnson","159.84281","paid","Winston-Salem, NC","222","Everybody's Changing","95"
"Florence + The Machine","Sara","F","11","Johnson","258.55955","paid","Winston-Salem, NC","222","Cosmic Love","95"
"Placebo","Harper","M","23","Barrett","254.45832","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Taste In Men","42"
"DJ Dizzy","Chloe","F","2","Cuevas","221.1522","free","San Francisco-Oakland-Hayward, CA","267","Sexy Bitch","49"
"Camera Obscura","Sara","F","12","Johnson","188.02893","paid","Winston-Salem, NC","222","Anti-Western","95"
"Nick Cave & The Bad Seeds","Harper","M","24","Barrett","265.27302","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Spell","42"
